797880,REGISTERED,2018,CB001,COMS1018
797880,REGISTERED,2018,CB001,COMS1017
797880,REGISTERED,2018,CB001,MATH1036
797880,REGISTERED,2018,CB001,APPM1006
797880,REGISTERED,2018,CB001,PHYS1000
1363679,REGISTERED,2018,CB001,COMS1018
1363679,REGISTERED,2018,CB001,MATH1036
1363679,REGISTERED,2018,CB001,INFO1004
1363679,REGISTERED,2018,CB001,APPM1006
1357897,REGISTERED,2018,CB001,COMS1018
1357897,REGISTERED,2018,CB001,MATH1036
1357897,REGISTERED,2018,CB001,INFO1004
1357897,REGISTERED,2018,CB001,APPM1006
1325952,REGISTERED,2018,CB001,PHYS1000
1325952,REGISTERED,2018,CB001,APPM1006
1325952,REGISTERED,2018,CB001,INFO1004
1395125,REGISTERED,2018,CB001,APPM1006
1395125,REGISTERED,2018,CB001,COMS1018
1395125,REGISTERED,2018,CB001,COMS1015
1395125,REGISTERED,2018,CB001,PHYS1014
1395125,REGISTERED,2018,CB001,MATH1034
1490000,REGISTERED,2018,CB001,MATH1034
1490000,REGISTERED,2018,CB001,PHYS1014
1126619,REGISTERED,2018,CB001,MATH1036
1126619,REGISTERED,2018,CB001,COMS1015A
1126619,REGISTERED,2018,CB001,COMS1017
805494,REGISTERED,2018,CB001,COMS1015
805494,REGISTERED,2018,CB001,COMS1010
805494,REGISTERED,2018,CB001,APPM1006
1055748,REGISTERED,2018,CB001,INFO1004
1055748,REGISTERED,2018,CB001,MATH1034
1055748,REGISTERED,2018,CB001,MATH1036
1055748,REGISTERED,2018,CB001,COMS1018
1055748,REGISTERED,2018,CB001,COMS1015
1324561,REGISTERED,2018,CB001,PHYS1000
1324561,REGISTERED,2018,CB001,APPM1006
1324561,REGISTERED,2018,CB001,COMS1017
1897589,REGISTERED,2018,CB001,ECON1000
1897589,REGISTERED,2018,CB001,INFO1004
1897589,REGISTERED,2018,CB001,MATH1019
1897589,REGISTERED,2018,CB001,BUSS1000
1897589,REGISTERED,2018,CB001,BUSS1050
1985678,REGISTERED,2018,CB001,BUSS1000
1985678,REGISTERED,2018,CB001,BUSS1050
1985678,REGISTERED,2018,CB001,MATH1019
1788956,REGISTERED,2018,CB001,INFO1004
1788956,REGISTERED,2018,CB001,ECON1000
1788956,REGISTERED,2018,CB001,BUSS1050
1548891,REGISTERED,2018,CB001,APPM1006A
1548891,REGISTERED,2018,CB001,ECON1036
1548891,REGISTERED,2018,CB001,BUSS1000
897552,REGISTERED,2018,CB001,ECON1036
897552,REGISTERED,2018,CB001,MATH1019
897552,REGISTERED,2018,CB001,ECON1036
897552,REGISTERED,2018,CB001,BUSS1050
189752,REGISTERED,2018,CB001,LAWS1000
169825,REGISTERED,2018,CB001,POLS1000
169825,REGISTERED,2018,CB001,POLS1036
169825,REGISTERED,2018,CB001,LAWS1000
169825,REGISTERED,2018,CB001,SOSC1000
196521,REGISTERED,2018,CB001,SOSC1000
196521,REGISTERED,2018,CB001,POLS1036
196521,REGISTERED,2018,CB001,LAWS1000
125485,REGISTERED,2018,CB001,POLS1000
125485,REGISTERED,2018,CB001,ECON1036
125485,REGISTERED,2018,CB001,BUSS1050
197821,REGISTERED,2018,CB001,SOSC1000
197821,REGISTERED,2018,CB001,POLS1036
197821,REGISTERED,2018,CB001,LAWS1000
165552,REGISTERED,2018,CB001,POLS1000
165552,REGISTERED,2018,CB001,POLS1036
165552,REGISTERED,2018,CB001,SOSC1000
147892,REGISTERED,2018,CB001,MECN1000
147892,REGISTERED,2018,CB001,MECN1014A
147892,REGISTERED,2018,CB001,MATH1014
147892,REGISTERED,2018,CB001,CHEM1000
147892,REGISTERED,2018,CB001,MECN1033
148975,REGISTERED,2018,CB001,MECN1000
148975,REGISTERED,2018,CB001,MECN1014A
148975,REGISTERED,2018,CB001,MATH1014
148975,REGISTERED,2018,CB001,CHEM1000
135897,REGISTERED,2018,CB001,CIVL1033
135897,REGISTERED,2018,CB001,MECN1000
135897,REGISTERED,2018,CB001,CIVL1014
135897,REGISTERED,2018,CB001,MATH1014
135897,REGISTERED,2018,CB001,CHEM1000
132435,REGISTERED,2018,CB001,CHEM1000
132435,REGISTERED,2018,CB001,MATH1014
169878,REGISTERED,2018,CB001,PHYS1014
169878,REGISTERED,2018,CB001,MECN1014
169878,REGISTERED,2018,CB001,MECN1000
141892,REGISTERED,2018,CB001,MECN1014A
141892,REGISTERED,2018,CB001,MATH1014
141892,REGISTERED,2018,CB001,CHEM1000
1478925,REGISTERED,2018,CB001,MECN1014A
1478925,REGISTERED,2018,CB001,MATH1014
1478925,REGISTERED,2018,CB001,CHEM1000
